20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP022	戦華の詭－賈文	06438003	効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP023	戦華の智－諸葛孔	32422602	効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP024	宵星の騎士ギルス	69811710	効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP025	天雷震龍－サンダー・ドラゴン	05206415	特殊召喚／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP026	ドラゴンメイド・チェイム	32600024	効果	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP027	轟の王 ハール	68199168	効果	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP028	王の影 ロプトル	94183877	効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP029	破械童子サラマ	31588572	効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP030	獣神王バルバロス	63972571	効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP031	機巧狐－宇迦之御魂稲荷	90361289	効果	UR|SER|20thSER|UTR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP032	トリアス・ヒエラルキア	26866984	効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP033	氷天禍チルブレイン	62850093	効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP034	ユニオン・ドライバー	99249638	ユニオン／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP035	悪魔嬢マリス	25643346	効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP036	朔夜しぐれ	52038441	チューナー／効果	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP037	珠玉獣－アルゴザウルス	98022050	効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP038	百景戦都ゴルディロックス	24521754	効果	NR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP039	マジカル・ハウンド	51916853	チューナー／効果	NR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP040	召喚獣アウゴエイデス	97300502	融合／効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP041	ドラゴンメイド・シュトラール	24799107	融合／効果	UR|SER|20thSER|UTR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP042	深海姫プリマドーナ	50793215	シンクロ／チューナー／効果	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP043	飢鰐竜アーケティス	87188910	シンクロ／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP044	ヴァリアント・シャーク・ランサー	23672629	エクシーズ／効果	UR|SER|20thSER|UTR|HR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP045	アロメルスの蟲惑魔	59071624	エクシーズ／効果	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP046	アクセスコード・トーカー	86066372	リンク／効果	UR|SER|20thSER|UTR|HR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP047	プロキシー・F・マジシャン	12450071	リンク／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP048	スプラッシュ・メイジ	59859086	リンク／効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP049	リンクロス	85243784	リンク／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP050	ジ・アライバル・サイバース＠イグニスター	11738489	リンク／効果	UR|SER|20thSER|UTR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP051	コードブレイカー・ウイルスバーサーカー	48736598	リンク／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP052	コードブレイカー・ウイルスソードマン	84121193	リンク／効果	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP053	剛鬼ザ・パワーロード・オーガ	11516241	リンク／効果	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP054	海晶乙女グレート・バブル・リーフ	47910940	リンク／効果	UR|SER|20thSER|UTR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP055	清冽の水霊使いエリア	73309655	リンク／効果	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP056	Ai－コンタクト	10493654	通常魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP057	逆巻く炎の宝札	46898368	通常魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP058	リンク・バースト	73287067	通常魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP059	メールの階段	19671102	永続魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP060	星義の執行者	45666710	速攻魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP061	深海のアリア	72060415	通常魔法	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP062	コマンド・リゾネーター	08559524	速攻魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP063	エアー・トルピード	45943123	通常魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP064	マドルチェ・サロン	71348837	永続魔法	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP065	煉獄の災天	07337976	永続魔法	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP066	超重機回送	34721681	永続魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP067	ウィッチクラフト・デモンストレーション	70226289	速攻魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP068	眷現の呪眼	07610394	通常魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP069	戦華史略－十万之矢	33609093	永続魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP070	メガリス・アンフォームド	69003792	速攻魔法	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP071	融合派兵	06498706	通常魔法	SR|SER|20thSER
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP072	繁華の花笑み	32887445	通常魔法	NR
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP073	Ai－Q	69381150	永続罠	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP074	スカーレッド・レイン	05376159	通常罠	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP075	エクシーズ・リバイブ・スプラッシュ	32764863	通常罠	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP076	マドルチェ・プロムナード	68159562	通常罠	N
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP077	ウィッチクラフト・パトローナス	94553671	永続罠	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP078	墓穴ホール	31548215	通常罠	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP079	巨神封じの矢	67037924	通常罠	R
20200111	基本パック	第10期	ETERNITY CODE	ETCO-JP080	ピンポイント奪取	94431029	通常罠	NR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP000	万物創世龍	00010000	特殊召喚／効果	10000SER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP001	ピカリ＠イグニスター	16020923	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP002	ブルル＠イグニスター	42429678	チューナー／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP003	ドヨン＠イグニスター	88413677	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP004	アチチ＠イグニスター	15808381	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP005	ヒヤリ＠イグニスター	41306080	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP006	ドシン＠イグニスター	78751195	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP007	ドンヨリボー＠イグニスター	14146794	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP008	戦華の仲－孫謀	40140448	効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP009	戦華の美－周公	77539547	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP010	戦華の妙－魯敬	13923256	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP011	戦華の徳－劉玄	40428851	効果	UR|SER|20thSER|UTR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP012	戦華の義－関雲	76416959	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP013	戦華の雄－張徳	02801664	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP014	カラクリ法師 九七六参	49296203	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP015	カラクリ蝦蟇 四六弐四	75690317	チューナー／効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP016	先史遺産トゥスパ・ロケット	02089016	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP017	アークジェット・ライトクラフター	38173725	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP018	クロノダイバー・タイムレコーダー	74578720	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP019	雙極の破械神	01966438	効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP020	閃刀姫－ロゼ	37351133	効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP021	ウィッチクラフト・ジェニー	64756282	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP022	虚の王 ウートガルザ	00744887	効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP023	ゴーストリックの妖精	36239585	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP024	機巧蹄－天迦久御雷	63633694	効果	UR|SER|20thSER|UTR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP025	楽天禍カルクラグラ	09028399	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP026	ジャック・ア・ボーラン	36016907	効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP027	イビルセラ・ルテア	62411042	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP028	執愛のウヴァループ	98806751	チューナー／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP029	達磨落師	35394356	効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP030	トランシケーダ	01799464	チューナー／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP031	チューン・ナイト	38783169	ユニオン／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP032	バトル・サバイバー	64178868	効果	NR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP033	テイ・キューピット	01566817	効果	NR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP034	ウォーターリヴァイアサン＠イグニスター	37061511	儀式／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP035	メガリス・オフィエル	63056220	儀式／効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP036	メガリス・ハギト	90444325	儀式／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP037	メガリス・オク	36849933	儀式／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP038	メガリス・ファレグ	63233638	儀式／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP039	メガリス・ベートル	99628747	儀式／効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP040	メガリス・アラトロン	25726386	儀式／効果	UR|SER|20thSER|UTR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP041	アースゴーレム＠イグニスター	62111090	融合／効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP042	ウィンドペガサス＠イグニスター	98506199	シンクロ／効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP043	カラクリ大権現 無零武	25904894	シンクロ／効果	UR|SER|20thSER|UTR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP044	ライトドラゴン＠イグニスター	61399402	エクシーズ／効果	UR|SER|20thSER|UTR|HR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP045	ダークナイト＠イグニスター	97383507	リンク／効果	UR|SER|20thSER|UTR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP046	ファイアフェニックス＠イグニスター	24882256	リンク／効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP047	クロシープ	50277355	リンク／効果	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP048	崔嵬の地霊使いアウス	97661969	リンク／効果	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP049	グラビティ・コントローラー	23656668	リンク／効果	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP050	イグニスターAiランド	59054773	フィールド魔法	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP051	Ai打ち	86449372	速攻魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP052	Aiドリング・ボーン	22933016	速攻魔法	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP053	Aiラブ融合	59332125	通常魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP054	Aiの儀式	85327820	儀式魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP055	戦華史略－三顧礼迎	11711438	永続魔法	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP056	戦華史略－孫劉同盟	58116537	永続魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP057	メガリス・ポータル	84504242	フィールド魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP058	カラクリ蝦蟇油	11699941	装備魔法	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP059	コンドーレンス・パペット	57093995	通常魔法	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP060	顕現する紋章	84482694	通常魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP061	クロノダイバー・スタートアップ	10877309	速攻魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP062	閃刀術式－シザーズクロス	46271408	通常魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP063	逢華妖麗譚－魔妖語	83266006	速攻魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP064	ドラゴンメイドのお見送り	15754711	速攻魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP065	使い捨て学習装置	42149850	装備魔法	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP066	九字切りの呪符	78543464	通常魔法	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP067	ライトニング・ストーム	14532163	通常魔法	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP068	脆刃の剣	41927278	装備魔法	NR
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP069	Aiシャドー	77421977	永続罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP070	戦華史略－長坂之雄	04810585	永続罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP071	メガリス・プロモーション	40204620	永続罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP072	メガリス・エマージョン	76209339	永続罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP073	借カラクリ旅籠蔵	03693034	通常罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP074	リサーガム・エクシーズ	49082032	永続罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP075	クロノダイバー・レトログラード	76587747	カウンター罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP076	キャッチ・コピー	02971446	通常罠	SR|SER|20thSER
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP077	アームズ・コール	38960450	通常罠	R
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP078	相視相殺	75364199	通常罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP079	幻魔の肖像	01759808	通常罠	N
20191012	基本パック	第10期	IGNITION ASSAULT	IGAS-JP080	ヘッド・ジャッジング	38143903	永続罠	NR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP001	サプレス・コライダー	92176681	通常	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP002	海晶乙女マンダリン	28174796	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP003	海晶乙女クラウンテイル	54569495	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP004	海晶乙女ブルータン	91953000	効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP005	チョバムアーマー・ドラゴン	27352108	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP006	ダイナレスラー・マーシャルアンペロ	54446813	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP007	ダイナレスラー・バーリオニクス	80831552	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP008	破械童子アルハ	26236560	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP009	破械童子ラキア	53624265	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP010	破械神の禍霊	89019964	効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP011	剣闘獣サジタリィ	16003979	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP012	剣闘獣アトリクス	52502677	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP013	剣闘獣ウェスパシアス	88996322	効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP014	輝光竜セイファート	15381421	効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP015	星雲龍ネビュラ	51786039	効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP016	螺旋竜バルジ	88774734	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP017	アロマージ－ローリエ	14169843	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP018	アロマージ－マジョラム	40663548	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP019	天威龍－アシュナ	87052196	効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP020	エヴォルド・メガキレラ	13046291	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP021	星遺物－『星鍵』	40441990	効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP022	無限起動ブルータルドーザー	76830505	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP023	機巧嘴－八咫御先	13224603	効果	UR|SER|20thSER|UTR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP024	礫岩の霊長－コングレード	49729312	特殊召喚／効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP025	燎星のプロメテオン	75713017	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP026	ブライニグル	02102065	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP027	闇の精霊 ルーナ	48596760	特殊召喚／効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP028	異次元の哨戒機	75991479	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP029	ホップ・イヤー飛行隊	01980574	チューナー／効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP030	魔筒覗ベイオネーター	47474172	効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP031	ミミックリル	74879881	効果	NR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP032	独法師	00263926	効果	NR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP033	剣闘獣ドミティアノス	33652635	融合／効果	UR|SER|20thSER|UTR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP034	アロマージ－スイート・マジョラム	79656239	シンクロ／効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP035	天威の龍鬼神	05041348	シンクロ／効果	UR|SER|20thSER|UTR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP036	御影志士	32530043	エクシーズ／効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP037	ファイアウォール・ドラゴン・ダークフルード	68934651	リンク／効果	UR|SER|20thSER|UTR|HR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP038	プロトコル・ガードナー	05329790	リンク／効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP039	転生炎獣パイロ・フェニックス	31313405	リンク／効果	UR|SER|20thSER|UTR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP040	海晶乙女クリスタルハート	67712104	リンク／効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP041	海晶乙女ワンダーハート	94207108	リンク／効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP042	海晶乙女シーエンジェル	30691817	リンク／効果	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP043	破械神ラギア	67680512	リンク／効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP044	破械神アルバ	93084621	リンク／効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP045	破雙王神ライゴウ	29479265	リンク／効果	UR|SER|20thSER|UTR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP046	スレイブパンサー	66863374	リンク／効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP047	銀河衛竜	92362073	リンク／効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP048	呪眼の女王 ゴルゴーネ	29357687	リンク／効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP049	I：Pマスカレーナ	65741786	リンク／効果	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP050	熾天蝶	91140491	リンク／効果	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP051	転生炎獣の炎虞	28534130	速攻魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP052	転生炎獣の超転生	54529134	速攻魔法	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP053	海晶乙女の闘海	91027843	フィールド魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP054	雙王の械	27412542	通常魔法	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP055	破械神の慟哭	54807656	永続魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP056	再起する剣闘獣	20201255	通常魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP057	団結する剣闘獣	66290900	速攻魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP058	剣闘排斥波	93684009	永続魔法	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP059	アロマガーデニング	29189613	永続魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP060	エレキカンシャ	56577312	通常魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP061	星遺物の導く先	92562411	永続魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP062	ゴルゴネイオの呪眼	28957126	装備魔法	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP063	犬賞金	55351724	速攻魔法	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP064	ご隠居の大釜	91740879	永続魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP065	霊子もつれ	28234578	通常魔法	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP066	オールド・マインド	54239282	通常魔法	NR
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP067	海晶乙女雪花	80627281	通常罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP068	海晶乙女瀑布	27012990	通常罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP069	破械唱導	53417695	通常罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP070	破械雙極	80801743	通常罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP071	猛進する剣闘獣	16990348	通常罠	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP072	剣闘海戦	52394047	永続罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP073	タキオン・ギャラクシースパイラル	89789152	通常罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP074	恵みの風	15177750	永続罠	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP075	創星改帰	42172465	通常罠	R
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP076	超整地破砕	88667504	永続罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP077	のどかな埋葬	14055212	通常罠	SR|SER|20thSER
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP078	心太砲式	41440817	通常罠	N
20190713	基本パック	第10期	CHAOS IMPACT	CHIM-JP079	ソウル・レヴィ	87844926	永続罠	N
